,Variable,Statistic,Scenario,Model,Strategy,Value
324,tas,ts_mean_yr,ssp585,GFDL-CM4,Model Subset,3.652287483215332
325,tas,ts_mean_yr,ssp585,GFDL-ESM4,All Models,2.833756446838379
326,tas,ts_mean_yr,ssp585,GFDL-ESM4,Model Subset,2.833756446838379
327,tas,ts_mean_yr,ssp585,GISS-E2-1-G,All Models,3.140244483947754
328,tas,ts_mean_yr,ssp585,GISS-E2-1-G,Model Subset,3.140244483947754
329,tas,ts_mean_yr,ssp585,GISS-E2-1-H,All Models,3.4008007049560547
330,tas,ts_mean_yr,ssp585,GISS-E2-1-H,Model Subset,3.4008007049560547
331,tas,ts_mean_yr,ssp585,GISS-E2-2-G,All Models,3.429515838623047
332,tas,ts_mean_yr,ssp585,GISS-E2-2-G,Model Subset,3.429515838623047
333,tas,ts_mean_yr,ssp585,HadGEM3-GC31-LL,All Models,4.96684455871582
334,tas,ts_mean_yr,ssp585,HadGEM3-GC31-MM,All Models,4.874683380126953
335,tas,ts_mean_yr,ssp585,IITM-ESM,All Models,2.463712692260742
336,tas,ts_mean_yr,ssp585,IITM-ESM,Model Subset,2.463712692260742
337,tas,ts_mean_yr,ssp585,INM-CM4-8,All Models,2.7268171310424805
338,tas,ts_mean_yr,ssp585,INM-CM4-8,Model Subset,2.7268171310424805
339,tas,ts_mean_yr,ssp585,INM-CM5-0,All Models,2.629793167114258
340,tas,ts_mean_yr,ssp585,INM-CM5-0,Model Subset,2.629793167114258
341,tas,ts_mean_yr,ssp585,IPSL-CM6A-LR,All Models,4.479762077331543
342,tas,ts_mean_yr,ssp585,KACE-1-0-G,All Models,4.085955619812012
343,tas,ts_mean_yr,ssp585,KIOST-ESM,All Models,2.584906578063965
344,tas,ts_mean_yr,ssp585,MCM-UA-1-0,All Models,3.3286895751953125
345,tas,ts_mean_yr,ssp585,MCM-UA-1-0,Model Subset,3.3286895751953125
346,tas,ts_mean_yr,ssp585,MIROC-ES2L,All Models,3.065882682800293
347,tas,ts_mean_yr,ssp585,MIROC-ES2L,Model Subset,3.065882682800293
348,tas,ts_mean_yr,ssp585,MIROC6,All Models,2.8781023025512695
349,tas,ts_mean_yr,ssp585,MIROC6,Model Subset,2.8781023025512695
350,tas,ts_mean_yr,ssp585,MPI-ESM1-2-HR,All Models,2.7345447540283203
351,tas,ts_mean_yr,ssp585,MPI-ESM1-2-HR,Model Subset,2.7345447540283203
352,tas,ts_mean_yr,ssp585,MPI-ESM1-2-LR,All Models,2.815394401550293
353,tas,ts_mean_yr,ssp585,MPI-ESM1-2-LR,Model Subset,2.815394401550293
354,tas,ts_mean_yr,ssp585,MRI-ESM2-0,All Models,3.2898921966552734
355,tas,ts_mean_yr,ssp585,MRI-ESM2-0,Model Subset,3.2898921966552734
356,tas,ts_mean_yr,ssp585,NESM3,All Models,3.7874326705932617
357,tas,ts_mean_yr,ssp585,NorESM2-LM,All Models,2.8679656982421875
358,tas,ts_mean_yr,ssp585,NorESM2-LM,Model Subset,2.8679656982421875
359,tas,ts_mean_yr,ssp585,NorESM2-MM,All Models,2.950998306274414
360,tas,ts_mean_yr,ssp585,NorESM2-MM,Model Subset,2.950998306274414
361,tas,ts_mean_yr,ssp585,TaiESM1,All Models,4.700105667114258
362,tas,ts_mean_yr,ssp585,UKESM1-0-LL,All Models,5.364370346069336
363,tas,ts_min_yr,ssp119,CAMS-CSM1-0,All Models,0.4369363784790039
364,tas,ts_min_yr,ssp119,CAMS-CSM1-0,Model Subset,0.4369363784790039
365,tas,ts_min_yr,ssp119,CNRM-ESM2-1,All Models,1.053574562072754
366,tas,ts_min_yr,ssp119,CNRM-ESM2-1,Model Subset,1.053574562072754
367,tas,ts_min_yr,ssp119,CanESM5,All Models,1.141291618347168
368,tas,ts_min_yr,ssp119,EC-Earth3,All Models,0.9503412246704102
369,tas,ts_min_yr,ssp119,EC-Earth3-Veg,All Models,0.8272695541381836
370,tas,ts_min_yr,ssp119,EC-Earth3-Veg-LR,All Models,1.0322513580322266
371,tas,ts_min_yr,ssp119,FGOALS-g3,All Models,0.1678152084350586
372,tas,ts_min_yr,ssp119,FGOALS-g3,Model Subset,0.1678152084350586
373,tas,ts_min_yr,ssp119,GFDL-ESM4,All Models,0.43274593353271484
374,tas,ts_min_yr,ssp119,GFDL-ESM4,Model Subset,0.43274593353271484
375,tas,ts_min_yr,ssp119,GISS-E2-1-G,All Models,0.9941987991333008
376,tas,ts_min_yr,ssp119,GISS-E2-1-G,Model Subset,0.9941987991333008
377,tas,ts_min_yr,ssp119,GISS-E2-1-H,All Models,1.133072853088379
378,tas,ts_min_yr,ssp119,GISS-E2-1-H,Model Subset,1.133072853088379
379,tas,ts_min_yr,ssp119,IPSL-CM6A-LR,All Models,0.8929543495178223
380,tas,ts_min_yr,ssp119,MIROC-ES2L,All Models,0.6610116958618164
381,tas,ts_min_yr,ssp119,MIROC-ES2L,Model Subset,0.6610116958618164
382,tas,ts_min_yr,ssp119,MIROC6,All Models,0.5149774551391602
383,tas,ts_min_yr,ssp119,MIROC6,Model Subset,0.5149774551391602
384,tas,ts_min_yr,ssp119,MPI-ESM1-2-LR,All Models,0.3563070297241211
385,tas,ts_min_yr,ssp119,MPI-ESM1-2-LR,Model Subset,0.3563070297241211
386,tas,ts_min_yr,ssp119,MRI-ESM2-0,All Models,0.7128505706787109
387,tas,ts_min_yr,ssp119,MRI-ESM2-0,Model Subset,0.7128505706787109
388,tas,ts_min_yr,ssp119,UKESM1-0-LL,All Models,1.6480932235717773
389,tas,ts_min_yr,ssp126,ACCESS-CM2,All Models,1.8790264129638672
390,tas,ts_min_yr,ssp126,ACCESS-CM2,Model Subset,1.8790264129638672
391,tas,ts_min_yr,ssp126,ACCESS-ESM1-5,All Models,1.4549808502197266
392,tas,ts_min_yr,ssp126,ACCESS-ESM1-5,Model Subset,1.4549808502197266
393,tas,ts_min_yr,ssp126,AWI-CM-1-1-MR,All Models,1.0908966064453125
394,tas,ts_min_yr,ssp126,AWI-CM-1-1-MR,Model Subset,1.0908966064453125
395,tas,ts_min_yr,ssp126,BCC-CSM2-MR,All Models,1.1402997970581055
396,tas,ts_min_yr,ssp126,BCC-CSM2-MR,Model Subset,1.1402997970581055
397,tas,ts_min_yr,ssp126,CAMS-CSM1-0,All Models,0.802943229675293
398,tas,ts_min_yr,ssp126,CAMS-CSM1-0,Model Subset,0.802943229675293
399,tas,ts_min_yr,ssp126,CAS-ESM2-0,All Models,1.9223198890686035
400,tas,ts_min_yr,ssp126,CESM2,All Models,1.4360685348510742
401,tas,ts_min_yr,ssp126,CESM2-WACCM,All Models,1.4873790740966797
402,tas,ts_min_yr,ssp126,CESM2-WACCM,Model Subset,1.4873790740966797
403,tas,ts_min_yr,ssp126,CIESM,All Models,1.125666618347168
404,tas,ts_min_yr,ssp126,CMCC-CM2-SR5,All Models,1.8718280792236328
405,tas,ts_min_yr,ssp126,CMCC-CM2-SR5,Model Subset,1.8718280792236328
406,tas,ts_min_yr,ssp126,CMCC-ESM2,All Models,2.1833572387695312
407,tas,ts_min_yr,ssp126,CMCC-ESM2,Model Subset,2.1833572387695312
408,tas,ts_min_yr,ssp126,CNRM-CM6-1,All Models,1.4391961097717285
409,tas,ts_min_yr,ssp126,CNRM-CM6-1,Model Subset,1.4391961097717285
410,tas,ts_min_yr,ssp126,CNRM-CM6-1-HR,All Models,1.8243565559387207
411,tas,ts_min_yr,ssp126,CNRM-CM6-1-HR,Model Subset,1.8243565559387207
412,tas,ts_min_yr,ssp126,CNRM-ESM2-1,All Models,1.5066595077514648
413,tas,ts_min_yr,ssp126,CNRM-ESM2-1,Model Subset,1.5066595077514648
414,tas,ts_min_yr,ssp126,CanESM5,All Models,1.762176513671875
415,tas,ts_min_yr,ssp126,CanESM5-CanOE,All Models,1.837794303894043
416,tas,ts_min_yr,ssp126,EC-Earth3,All Models,1.4582881927490234
417,tas,ts_min_yr,ssp126,EC-Earth3-Veg,All Models,1.407668113708496
418,tas,ts_min_yr,ssp126,EC-Earth3-Veg-LR,All Models,1.538670539855957
419,tas,ts_min_yr,ssp126,FGOALS-f3-L,All Models,1.0174932479858398
420,tas,ts_min_yr,ssp126,FGOALS-f3-L,Model Subset,1.0174932479858398
421,tas,ts_min_yr,ssp126,FGOALS-g3,All Models,0.5601310729980469
422,tas,ts_min_yr,ssp126,FGOALS-g3,Model Subset,0.5601310729980469
423,tas,ts_min_yr,ssp126,FIO-ESM-2-0,All Models,1.1458473205566406
424,tas,ts_min_yr,ssp126,GFDL-ESM4,All Models,0.7804946899414062
425,tas,ts_min_yr,ssp126,GFDL-ESM4,Model Subset,0.7804946899414062
426,tas,ts_min_yr,ssp126,GISS-E2-1-G,All Models,1.2733087539672852
427,tas,ts_min_yr,ssp126,GISS-E2-1-G,Model Subset,1.2733087539672852
428,tas,ts_min_yr,ssp126,GISS-E2-1-H,All Models,1.4894990921020508
429,tas,ts_min_yr,ssp126,GISS-E2-1-H,Model Subset,1.4894990921020508
430,tas,ts_min_yr,ssp126,GISS-E2-2-G,All Models,1.6364145278930664
431,tas,ts_min_yr,ssp126,GISS-E2-2-G,Model Subset,1.6364145278930664
432,tas,ts_min_yr,ssp126,HadGEM3-GC31-LL,All Models,2.0729522705078125
433,tas,ts_min_yr,ssp126,HadGEM3-GC31-MM,All Models,2.2149887084960938
434,tas,ts_min_yr,ssp126,IITM-ESM,All Models,0.5835514068603516
435,tas,ts_min_yr,ssp126,IITM-ESM,Model Subset,0.5835514068603516
436,tas,ts_min_yr,ssp126,INM-CM4-8,All Models,0.7749204635620117
437,tas,ts_min_yr,ssp126,INM-CM4-8,Model Subset,0.7749204635620117
438,tas,ts_min_yr,ssp126,INM-CM5-0,All Models,0.7927818298339844
439,tas,ts_min_yr,ssp126,INM-CM5-0,Model Subset,0.7927818298339844
440,tas,ts_min_yr,ssp126,IPSL-CM5A2-INCA,All Models,0.8683328628540039
441,tas,ts_min_yr,ssp126,IPSL-CM5A2-INCA,Model Subset,0.8683328628540039
442,tas,ts_min_yr,ssp126,IPSL-CM6A-LR,All Models,1.4455628395080566
443,tas,ts_min_yr,ssp126,KACE-1-0-G,All Models,1.722580909729004
444,tas,ts_min_yr,ssp126,KIOST-ESM,All Models,0.738286018371582
445,tas,ts_min_yr,ssp126,MCM-UA-1-0,All Models,1.1008281707763672
446,tas,ts_min_yr,ssp126,MCM-UA-1-0,Model Subset,1.1008281707763672
447,tas,ts_min_yr,ssp126,MIROC-ES2L,All Models,0.9837188720703125
448,tas,ts_min_yr,ssp126,MIROC-ES2L,Model Subset,0.9837188720703125
449,tas,ts_min_yr,ssp126,MIROC6,All Models,0.8405904769897461
450,tas,ts_min_yr,ssp126,MIROC6,Model Subset,0.8405904769897461
451,tas,ts_min_yr,ssp126,MPI-ESM1-2-HR,All Models,0.7702131271362305
452,tas,ts_min_yr,ssp126,MPI-ESM1-2-HR,Model Subset,0.7702131271362305
453,tas,ts_min_yr,ssp126,MPI-ESM1-2-LR,All Models,0.714594841003418
454,tas,ts_min_yr,ssp126,MPI-ESM1-2-LR,Model Subset,0.714594841003418
455,tas,ts_min_yr,ssp126,MRI-ESM2-0,All Models,1.0727033615112305
456,tas,ts_min_yr,ssp126,MRI-ESM2-0,Model Subset,1.0727033615112305
457,tas,ts_min_yr,ssp126,NESM3,All Models,1.1444368362426758
458,tas,ts_min_yr,ssp126,NorESM2-LM,All Models,0.6079769134521484
459,tas,ts_min_yr,ssp126,NorESM2-LM,Model Subset,0.6079769134521484
460,tas,ts_min_yr,ssp126,NorESM2-MM,All Models,0.7527475357055664
461,tas,ts_min_yr,ssp126,NorESM2-MM,Model Subset,0.7527475357055664
462,tas,ts_min_yr,ssp126,TaiESM1,All Models,2.272976875305176
463,tas,ts_min_yr,ssp126,UKESM1-0-LL,All Models,2.1357316970825195
464,tas,ts_min_yr,ssp126,UKESM1-1-LL,All Models,1.9353790283203125
465,tas,ts_min_yr,ssp245,ACCESS-CM2,All Models,2.8494510650634766
466,tas,ts_min_yr,ssp245,ACCESS-CM2,Model Subset,2.8494510650634766
467,tas,ts_min_yr,ssp245,ACCESS-ESM1-5,All Models,2.419279098510742
468,tas,ts_min_yr,ssp245,ACCESS-ESM1-5,Model Subset,2.419279098510742
469,tas,ts_min_yr,ssp245,AWI-CM-1-1-MR,All Models,1.9914617538452148
470,tas,ts_min_yr,ssp245,AWI-CM-1-1-MR,Model Subset,1.9914617538452148
471,tas,ts_min_yr,ssp245,BCC-CSM2-MR,All Models,1.9844036102294922
472,tas,ts_min_yr,ssp245,BCC-CSM2-MR,Model Subset,1.9844036102294922
473,tas,ts_min_yr,ssp245,CAMS-CSM1-0,All Models,1.508453369140625
474,tas,ts_min_yr,ssp245,CAMS-CSM1-0,Model Subset,1.508453369140625
475,tas,ts_min_yr,ssp245,CAS-ESM2-0,All Models,2.78159236907959
476,tas,ts_min_yr,ssp245,CESM2,All Models,2.4143381118774414
477,tas,ts_min_yr,ssp245,CESM2-WACCM,All Models,2.3546838760375977
478,tas,ts_min_yr,ssp245,CESM2-WACCM,Model Subset,2.3546838760375977
479,tas,ts_min_yr,ssp245,CIESM,All Models,2.5581274032592773
480,tas,ts_min_yr,ssp245,CMCC-CM2-SR5,All Models,2.8075294494628906
481,tas,ts_min_yr,ssp245,CMCC-CM2-SR5,Model Subset,2.8075294494628906
482,tas,ts_min_yr,ssp245,CMCC-ESM2,All Models,2.977264404296875
483,tas,ts_min_yr,ssp245,CMCC-ESM2,Model Subset,2.977264404296875
484,tas,ts_min_yr,ssp245,CNRM-CM6-1,All Models,2.4317455291748047
485,tas,ts_min_yr,ssp245,CNRM-CM6-1,Model Subset,2.4317455291748047
486,tas,ts_min_yr,ssp245,CNRM-CM6-1-HR,All Models,2.8665971755981445
487,tas,ts_min_yr,ssp245,CNRM-CM6-1-HR,Model Subset,2.8665971755981445
488,tas,ts_min_yr,ssp245,CNRM-ESM2-1,All Models,2.5096054077148438
489,tas,ts_min_yr,ssp245,CNRM-ESM2-1,Model Subset,2.5096054077148438
490,tas,ts_min_yr,ssp245,CanESM5,All Models,3.1716041564941406
491,tas,ts_min_yr,ssp245,CanESM5-CanOE,All Models,3.1225481033325195
492,tas,ts_min_yr,ssp245,EC-Earth3,All Models,2.3983917236328125
493,tas,ts_min_yr,ssp245,EC-Earth3-CC,All Models,2.2519397735595703
494,tas,ts_min_yr,ssp245,EC-Earth3-Veg,All Models,2.3461265563964844
495,tas,ts_min_yr,ssp245,EC-Earth3-Veg-LR,All Models,2.4640989303588867
496,tas,ts_min_yr,ssp245,FGOALS-f3-L,All Models,1.9103446006774902
497,tas,ts_min_yr,ssp245,FGOALS-f3-L,Model Subset,1.9103446006774902
498,tas,ts_min_yr,ssp245,FGOALS-g3,All Models,1.2366228103637695
499,tas,ts_min_yr,ssp245,FGOALS-g3,Model Subset,1.2366228103637695
500,tas,ts_min_yr,ssp245,FIO-ESM-2-0,All Models,2.2467174530029297
501,tas,ts_min_yr,ssp245,GFDL-CM4,All Models,2.2719650268554688
502,tas,ts_min_yr,ssp245,GFDL-CM4,Model Subset,2.2719650268554688
503,tas,ts_min_yr,ssp245,GFDL-ESM4,All Models,1.581252098083496
504,tas,ts_min_yr,ssp245,GFDL-ESM4,Model Subset,1.581252098083496
505,tas,ts_min_yr,ssp245,GISS-E2-1-G,All Models,2.009654998779297
506,tas,ts_min_yr,ssp245,GISS-E2-1-G,Model Subset,2.009654998779297
507,tas,ts_min_yr,ssp245,GISS-E2-1-H,All Models,2.289748191833496
508,tas,ts_min_yr,ssp245,GISS-E2-1-H,Model Subset,2.289748191833496
509,tas,ts_min_yr,ssp245,GISS-E2-2-G,All Models,2.341968059539795
510,tas,ts_min_yr,ssp245,GISS-E2-2-G,Model Subset,2.341968059539795
511,tas,ts_min_yr,ssp245,HadGEM3-GC31-LL,All Models,3.2637252807617188
512,tas,ts_min_yr,ssp245,IITM-ESM,All Models,1.3742055892944336
513,tas,ts_min_yr,ssp245,IITM-ESM,Model Subset,1.3742055892944336
514,tas,ts_min_yr,ssp245,INM-CM4-8,All Models,1.5652656555175781
515,tas,ts_min_yr,ssp245,INM-CM4-8,Model Subset,1.5652656555175781
516,tas,ts_min_yr,ssp245,INM-CM5-0,All Models,1.5855731964111328
517,tas,ts_min_yr,ssp245,INM-CM5-0,Model Subset,1.5855731964111328
518,tas,ts_min_yr,ssp245,IPSL-CM6A-LR,All Models,2.6247754096984863
519,tas,ts_min_yr,ssp245,KACE-1-0-G,All Models,2.560439109802246
520,tas,ts_min_yr,ssp245,KIOST-ESM,All Models,1.6612062454223633
521,tas,ts_min_yr,ssp245,MCM-UA-1-0,All Models,2.162691116333008
522,tas,ts_min_yr,ssp245,MCM-UA-1-0,Model Subset,2.162691116333008
523,tas,ts_min_yr,ssp245,MIROC-ES2L,All Models,1.8102989196777344
524,tas,ts_min_yr,ssp245,MIROC-ES2L,Model Subset,1.8102989196777344
525,tas,ts_min_yr,ssp245,MIROC6,All Models,1.5543107986450195
526,tas,ts_min_yr,ssp245,MIROC6,Model Subset,1.5543107986450195
527,tas,ts_min_yr,ssp245,MPI-ESM1-2-HR,All Models,1.6291980743408203
528,tas,ts_min_yr,ssp245,MPI-ESM1-2-HR,Model Subset,1.6291980743408203
529,tas,ts_min_yr,ssp245,MPI-ESM1-2-LR,All Models,1.5695905685424805
530,tas,ts_min_yr,ssp245,MPI-ESM1-2-LR,Model Subset,1.5695905685424805
531,tas,ts_min_yr,ssp245,MRI-ESM2-0,All Models,1.9737987518310547
532,tas,ts_min_yr,ssp245,MRI-ESM2-0,Model Subset,1.9737987518310547
533,tas,ts_min_yr,ssp245,NESM3,All Models,2.170321464538574
534,tas,ts_min_yr,ssp245,NorESM2-LM,All Models,1.4265222549438477
535,tas,ts_min_yr,ssp245,NorESM2-LM,Model Subset,1.4265222549438477
536,tas,ts_min_yr,ssp245,NorESM2-MM,All Models,1.4638566970825195
537,tas,ts_min_yr,ssp245,NorESM2-MM,Model Subset,1.4638566970825195
538,tas,ts_min_yr,ssp245,TaiESM1,All Models,3.2374954223632812
539,tas,ts_min_yr,ssp245,UKESM1-0-LL,All Models,3.432651996612549
540,tas,ts_min_yr,ssp370,ACCESS-CM2,All Models,3.850282669067383
541,tas,ts_min_yr,ssp370,ACCESS-CM2,Model Subset,3.850282669067383
542,tas,ts_min_yr,ssp370,ACCESS-ESM1-5,All Models,3.288166046142578
543,tas,ts_min_yr,ssp370,ACCESS-ESM1-5,Model Subset,3.288166046142578
544,tas,ts_min_yr,ssp370,AWI-CM-1-1-MR,All Models,2.9773244857788086
545,tas,ts_min_yr,ssp370,AWI-CM-1-1-MR,Model Subset,2.9773244857788086
546,tas,ts_min_yr,ssp370,BCC-CSM2-MR,All Models,3.1041154861450195
547,tas,ts_min_yr,ssp370,BCC-CSM2-MR,Model Subset,3.1041154861450195
548,tas,ts_min_yr,ssp370,CAMS-CSM1-0,All Models,2.1651954650878906
549,tas,ts_min_yr,ssp370,CAMS-CSM1-0,Model Subset,2.1651954650878906
550,tas,ts_min_yr,ssp370,CAS-ESM2-0,All Models,3.312650203704834
551,tas,ts_min_yr,ssp370,CESM2,All Models,3.1735410690307617
552,tas,ts_min_yr,ssp370,CESM2-FV2,All Models,3.2325735092163086
553,tas,ts_min_yr,ssp370,CESM2-FV2,Model Subset,3.2325735092163086
554,tas,ts_min_yr,ssp370,CESM2-WACCM,All Models,3.280583381652832
555,tas,ts_min_yr,ssp370,CESM2-WACCM,Model Subset,3.280583381652832
556,tas,ts_min_yr,ssp370,CMCC-CM2-SR5,All Models,3.2723569869995117
557,tas,ts_min_yr,ssp370,CMCC-CM2-SR5,Model Subset,3.2723569869995117
558,tas,ts_min_yr,ssp370,CMCC-ESM2,All Models,3.3603429794311523
559,tas,ts_min_yr,ssp370,CMCC-ESM2,Model Subset,3.3603429794311523
560,tas,ts_min_yr,ssp370,CNRM-CM6-1,All Models,3.4444689750671387
561,tas,ts_min_yr,ssp370,CNRM-CM6-1,Model Subset,3.4444689750671387
562,tas,ts_min_yr,ssp370,CNRM-CM6-1-HR,All Models,3.6350579261779785
563,tas,ts_min_yr,ssp370,CNRM-CM6-1-HR,Model Subset,3.6350579261779785
564,tas,ts_min_yr,ssp370,CNRM-ESM2-1,All Models,3.4486522674560547
565,tas,ts_min_yr,ssp370,CNRM-ESM2-1,Model Subset,3.4486522674560547
566,tas,ts_min_yr,ssp370,CanESM5,All Models,4.8081560134887695
567,tas,ts_min_yr,ssp370,CanESM5-CanOE,All Models,4.847019195556641
568,tas,ts_min_yr,ssp370,EC-Earth3,All Models,3.3754472732543945
569,tas,ts_min_yr,ssp370,EC-Earth3-AerChem,All Models,3.8552370071411133
570,tas,ts_min_yr,ssp370,EC-Earth3-AerChem,Model Subset,3.8552370071411133
571,tas,ts_min_yr,ssp370,EC-Earth3-Veg,All Models,3.277189254760742
572,tas,ts_min_yr,ssp370,EC-Earth3-Veg-LR,All Models,3.4125566482543945
573,tas,ts_min_yr,ssp370,FGOALS-f3-L,All Models,3.0301504135131836
574,tas,ts_min_yr,ssp370,FGOALS-f3-L,Model Subset,3.0301504135131836
575,tas,ts_min_yr,ssp370,FGOALS-g3,All Models,2.1864328384399414
576,tas,ts_min_yr,ssp370,FGOALS-g3,Model Subset,2.1864328384399414
577,tas,ts_min_yr,ssp370,GFDL-ESM4,All Models,2.5928382873535156
578,tas,ts_min_yr,ssp370,GFDL-ESM4,Model Subset,2.5928382873535156
579,tas,ts_min_yr,ssp370,GISS-E2-1-G,All Models,2.78511905670166
580,tas,ts_min_yr,ssp370,GISS-E2-1-G,Model Subset,2.78511905670166
581,tas,ts_min_yr,ssp370,GISS-E2-1-H,All Models,3.0898542404174805
582,tas,ts_min_yr,ssp370,GISS-E2-1-H,Model Subset,3.0898542404174805
583,tas,ts_min_yr,ssp370,GISS-E2-2-G,All Models,3.403280735015869
584,tas,ts_min_yr,ssp370,GISS-E2-2-G,Model Subset,3.403280735015869
585,tas,ts_min_yr,ssp370,IITM-ESM,All Models,2.165943145751953
586,tas,ts_min_yr,ssp370,IITM-ESM,Model Subset,2.165943145751953
587,tas,ts_min_yr,ssp370,INM-CM4-8,All Models,2.4789533615112305
588,tas,ts_min_yr,ssp370,INM-CM4-8,Model Subset,2.4789533615112305
589,tas,ts_min_yr,ssp370,INM-CM5-0,All Models,2.524041175842285
590,tas,ts_min_yr,ssp370,INM-CM5-0,Model Subset,2.524041175842285
591,tas,ts_min_yr,ssp370,IPSL-CM5A2-INCA,All Models,3.1908392906188965
592,tas,ts_min_yr,ssp370,IPSL-CM5A2-INCA,Model Subset,3.1908392906188965
593,tas,ts_min_yr,ssp370,IPSL-CM6A-LR,All Models,3.796522617340088
594,tas,ts_min_yr,ssp370,KACE-1-0-G,All Models,3.584104537963867
595,tas,ts_min_yr,ssp370,MCM-UA-1-0,All Models,2.9863438606262207
596,tas,ts_min_yr,ssp370,MCM-UA-1-0,Model Subset,2.9863438606262207
597,tas,ts_min_yr,ssp370,MIROC-ES2L,All Models,2.495549201965332
598,tas,ts_min_yr,ssp370,MIROC-ES2L,Model Subset,2.495549201965332
599,tas,ts_min_yr,ssp370,MIROC6,All Models,2.2777633666992188
600,tas,ts_min_yr,ssp370,MIROC6,Model Subset,2.2777633666992188
601,tas,ts_min_yr,ssp370,MPI-ESM1-2-HR,All Models,2.4513044357299805
602,tas,ts_min_yr,ssp370,MPI-ESM1-2-HR,Model Subset,2.4513044357299805
603,tas,ts_min_yr,ssp370,MPI-ESM1-2-LR,All Models,2.4859752655029297
604,tas,ts_min_yr,ssp370,MPI-ESM1-2-LR,Model Subset,2.4859752655029297
605,tas,ts_min_yr,ssp370,MRI-ESM2-0,All Models,2.8477554321289062
606,tas,ts_min_yr,ssp370,MRI-ESM2-0,Model Subset,2.8477554321289062
607,tas,ts_min_yr,ssp370,NorESM2-LM,All Models,2.151637077331543
608,tas,ts_min_yr,ssp370,NorESM2-LM,Model Subset,2.151637077331543
609,tas,ts_min_yr,ssp370,NorESM2-MM,All Models,2.3224849700927734
610,tas,ts_min_yr,ssp370,NorESM2-MM,Model Subset,2.3224849700927734
611,tas,ts_min_yr,ssp370,TaiESM1,All Models,4.000528335571289
612,tas,ts_min_yr,ssp370,UKESM1-0-LL,All Models,4.79584264755249
613,tas,ts_min_yr,ssp370,UKESM1-1-LL,All Models,4.535333633422852
614,tas,ts_min_yr,ssp434,CNRM-ESM2-1,All Models,1.8667488098144531
615,tas,ts_min_yr,ssp434,CNRM-ESM2-1,Model Subset,1.8667488098144531
616,tas,ts_min_yr,ssp434,CanESM5,All Models,2.706104278564453
617,tas,ts_min_yr,ssp434,EC-Earth3,All Models,1.9247264862060547
618,tas,ts_min_yr,ssp434,FGOALS-g3,All Models,0.8165769577026367
619,tas,ts_min_yr,ssp434,FGOALS-g3,Model Subset,0.8165769577026367
620,tas,ts_min_yr,ssp434,GISS-E2-1-G,All Models,1.5596933364868164
621,tas,ts_min_yr,ssp434,GISS-E2-1-G,Model Subset,1.5596933364868164
622,tas,ts_min_yr,ssp434,GISS-E2-1-H,All Models,1.8765859603881836
623,tas,ts_min_yr,ssp434,GISS-E2-1-H,Model Subset,1.8765859603881836
624,tas,ts_min_yr,ssp434,IPSL-CM6A-LR,All Models,1.952448844909668
625,tas,ts_min_yr,ssp434,MIROC6,All Models,1.1768732070922852
626,tas,ts_min_yr,ssp434,MIROC6,Model Subset,1.1768732070922852
627,tas,ts_min_yr,ssp434,MRI-ESM2-0,All Models,1.8310117721557617
628,tas,ts_min_yr,ssp434,MRI-ESM2-0,Model Subset,1.8310117721557617
629,tas,ts_min_yr,ssp434,UKESM1-0-LL,All Models,3.037173271179199
630,tas,ts_min_yr,ssp460,CNRM-ESM2-1,All Models,2.8450403213500977
631,tas,ts_min_yr,ssp460,CNRM-ESM2-1,Model Subset,2.8450403213500977
632,tas,ts_min_yr,ssp460,CanESM5,All Models,3.9393863677978516
633,tas,ts_min_yr,ssp460,EC-Earth3,All Models,2.7799015045166016
634,tas,ts_min_yr,ssp460,FGOALS-g3,All Models,1.284379005432129
635,tas,ts_min_yr,ssp460,FGOALS-g3,Model Subset,1.284379005432129
636,tas,ts_min_yr,ssp460,GISS-E2-1-G,All Models,2.2481565475463867
637,tas,ts_min_yr,ssp460,GISS-E2-1-G,Model Subset,2.2481565475463867
638,tas,ts_min_yr,ssp460,GISS-E2-1-H,All Models,2.6290760040283203
639,tas,ts_min_yr,ssp460,GISS-E2-1-H,Model Subset,2.6290760040283203
640,tas,ts_min_yr,ssp460,IPSL-CM6A-LR,All Models,3.119077205657959
641,tas,ts_min_yr,ssp460,MIROC6,All Models,1.8681268692016602
642,tas,ts_min_yr,ssp460,MIROC6,Model Subset,1.8681268692016602
643,tas,ts_min_yr,ssp460,MRI-ESM2-0,All Models,2.364171028137207
644,tas,ts_min_yr,ssp460,MRI-ESM2-0,Model Subset,2.364171028137207
645,tas,ts_min_yr,ssp585,ACCESS-CM2,All Models,4.719601631164551
646,tas,ts_min_yr,ssp585,ACCESS-CM2,Model Subset,4.719601631164551
647,tas,ts_min_yr,ssp585,ACCESS-ESM1-5,All Models,3.980902671813965
648,tas,ts_min_yr,ssp585,ACCESS-ESM1-5,Model Subset,3.980902671813965
649,tas,ts_min_yr,ssp585,AWI-CM-1-1-MR,All Models,3.6322412490844727
650,tas,ts_min_yr,ssp585,AWI-CM-1-1-MR,Model Subset,3.6322412490844727
651,tas,ts_min_yr,ssp585,BCC-CSM2-MR,All Models,3.4349403381347656
652,tas,ts_min_yr,ssp585,BCC-CSM2-MR,Model Subset,3.4349403381347656
653,tas,ts_min_yr,ssp585,CAMS-CSM1-0,All Models,2.555901527404785
